,symbol,identifier,series,open,dayHigh,dayLow,lastPrice,previousClose,change,pChange,totalTradedVolume,totalTradedValue,lastUpdateTime,yearHigh,yearLow,nearWKH,nearWKL,perChange365d,date365dAgo,chart365dPath,date30dAgo,perChange30d,chart30dPath,chartTodayPath,meta
167,INDHOTEL,,EQ,340.65,344.1,333.55,335,339.95,-4.95,-1.46,4918508,1661176892,31-Dec-99,348.45,171,3.859951213,-95.90643275,38.64,14-Oct-21,https://static.nseindia.com/sparklines/365d/INDHOTEL-EQ.jpg,16-Sep-22,-1.16,https://static.nseindia.com/sparklines/30d/INDHOTEL-EQ.jpg,https://static.nseindia.com/sparklines/today/INDHOTELEQN.jpg,"{'symbol': 'INDHOTEL', 'companyName': 'The Indian Hotels Company Limited', 'industry': 'HOTELS', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': ['D1', 'N4', 'W1'], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE053A13016'}"
168,CIPLA,,EQ,1167.85,1175.25,1141,1146.05,1163.1,-17.05,-1.47,1712836,1982539157,08-Aug-22,1185.25,850,3.307319131,-34.82941176,21.59,14-Oct-21,https://static.nseindia.com/sparklines/365d/CIPLA-EQ.jpg,16-Sep-22,6.2,https://static.nseindia.com/sparklines/30d/CIPLA-EQ.jpg,https://static.nseindia.com/sparklines/today/CIPLAEQN.jpg,"{'symbol': 'CIPLA', 'companyName': 'Cipla Limited', 'industry': 'PHARMACEUTICALS', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE059A01026'}"
169,COFORGE,,EQ,3794.4,3810.65,3722.75,3737.85,3794.4,-56.55,-1.49,98546,369172039.7,03-Nov-22,6135,3210.05,39.07334963,-16.44211149,-32.85,14-Oct-21,https://static.nseindia.com/sparklines/365d/COFORGE-EQ.jpg,16-Sep-22,14.68,https://static.nseindia.com/sparklines/30d/COFORGE-EQ.jpg,https://static.nseindia.com/sparklines/today/COFORGEEQN.jpg,"{'symbol': 'COFORGE', 'companyName': 'Coforge Limited', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE591G01017'}"
170,BSOFT,,EQ,278.85,279.4,272,273.8,278,-4.2,-1.51,1437224,393943098.4,01-Nov-22,585.85,262.2,53.2644875,-4.424103738,-34.54,14-Oct-21,https://static.nseindia.com/sparklines/365d/BSOFT-EQ.jpg,16-Sep-22,-8.6,https://static.nseindia.com/sparklines/30d/BSOFT-EQ.jpg,https://static.nseindia.com/sparklines/today/BSOFTEQN.jpg,"{'symbol': 'BSOFT', 'companyName': 'BIRLASOFT LIMITED', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE836A01035'}"
171,DRREDDY,,EQ,4590.05,4600,4512.45,4520,4589.9,-69.9,-1.52,492676,2231797646,31-Dec-99,4931.05,3654,8.335952789,-23.70005473,-12.57,14-Oct-21,https://static.nseindia.com/sparklines/365d/DRREDDY-EQ.jpg,16-Sep-22,6.32,https://static.nseindia.com/sparklines/30d/DRREDDY-EQ.jpg,https://static.nseindia.com/sparklines/today/DRREDDYEQN.jpg,"{'symbol': 'DRREDDY', 'companyName': ""Dr. Reddy's Laboratories Limited"", 'industry': 'PHARMACEUTICALS', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': ['N1'], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE089A08051'}"
172,JKCEMENT,,EQ,2814.05,2836.9,2764.5,2765.15,2808.2,-43.05,-1.53,173263,486673242.8,31-Dec-99,3838,2003.7,27.95336113,-38.00219594,-27.53,14-Oct-21,https://static.nseindia.com/sparklines/365d/JKCEMENT-EQ.jpg,16-Sep-22,-11.61,https://static.nseindia.com/sparklines/30d/JKCEMENT-EQ.jpg,https://static.nseindia.com/sparklines/today/JKCEMENTEQN.jpg,"{'symbol': 'JKCEMENT', 'companyName': 'JK Cement Limited', 'industry': 'CEMENT AND CEMENT PRODUCTS', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE823G01014'}"
173,IEX,,EQ,142.45,143.4,140.5,141.7,143.95,-2.25,-1.56,4282449,607165619.2,24-Aug-22,303.8,133.85,53.35747202,-5.864774001,-82.47,14-Oct-21,https://static.nseindia.com/sparklines/365d/IEX-EQ.jpg,16-Sep-22,-11.35,https://static.nseindia.com/sparklines/30d/IEX-EQ.jpg,https://static.nseindia.com/sparklines/today/IEXEQN.jpg,"{'symbol': 'IEX', 'companyName': 'Indian Energy Exchange Limited', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': ['IL'], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE022Q01020'}"
174,TVSMOTOR,,EQ,1137,1141.55,1112,1116.9,1134.65,-17.75,-1.56,1182660,1324874865,31-Dec-99,1176.9,513,5.098139179,-117.7192982,84.15,14-Oct-21,https://static.nseindia.com/sparklines/365d/TVSMOTOR-EQ.jpg,16-Sep-22,4.89,https://static.nseindia.com/sparklines/30d/TVSMOTOR-EQ.jpg,https://static.nseindia.com/sparklines/today/TVSMOTOREQN.jpg,"{'symbol': 'TVSMOTOR', 'companyName': 'TVS Motor Company Limited', 'industry': 'AUTOMOBILES - 2 AND 3 WHEELERS', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE494B01023'}"
175,LALPATHLAB,,EQ,2603,2618.2,2552,2574.35,2616.85,-42.5,-1.62,123954,319746780.2,31-Dec-99,3944.7,1805.55,34.73901691,-42.57982332,-34.91,14-Oct-21,https://static.nseindia.com/sparklines/365d/LALPATHLAB-EQ.jpg,16-Sep-22,4.39,https://static.nseindia.com/sparklines/30d/LALPATHLAB-EQ.jpg,https://static.nseindia.com/sparklines/today/LALPATHLABEQN.jpg,"{'symbol': 'LALPATHLAB', 'companyName': 'Dr. Lal Path Labs Ltd.', 'industry': 'PHARMACEUTICALS', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE600L01024'}"
176,VOLTAS,,EQ,861.9,865.9,835.2,846,861.25,-15.25,-1.77,2807836,2373463771,31-Dec-99,1347.65,835.2,37.22405669,-1.293103448,-34.36,14-Oct-21,https://static.nseindia.com/sparklines/365d/VOLTAS-EQ.jpg,16-Sep-22,-4.74,https://static.nseindia.com/sparklines/30d/VOLTAS-EQ.jpg,https://static.nseindia.com/sparklines/today/VOLTASEQN.jpg,"{'symbol': 'VOLTAS', 'companyName': 'Voltas Limited', 'industry': 'ENGINEERING', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE226A01021'}"
177,GAIL,,EQ,91,91.35,88.1,88.9,90.55,-1.65,-1.82,13339109,1200386419,06-Sep-22,115.67,83,23.14342526,-7.108433735,-46.86,14-Oct-21,https://static.nseindia.com/sparklines/365d/GAIL-EQ.jpg,16-Sep-22,-7.45,https://static.nseindia.com/sparklines/30d/GAIL-EQ.jpg,https://static.nseindia.com/sparklines/today/GAILEQN.jpg,"{'symbol': 'GAIL', 'companyName': 'GAIL (India) Limited', 'industry': 'GAS', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE129A01019'}"
178,BOSCHLTD,,EQ,16591,16591,16108.55,16255.6,16557.9,-302.3,-1.83,50207,819957126.7,31-Dec-99,19250,12932.45,15.55532468,-25.69621379,-12.85,14-Oct-21,https://static.nseindia.com/sparklines/365d/BOSCHLTD-EQ.jpg,16-Sep-22,-8.06,https://static.nseindia.com/sparklines/30d/BOSCHLTD-EQ.jpg,https://static.nseindia.com/sparklines/today/BOSCHLTDEQN.jpg,"{'symbol': 'BOSCHLTD', 'companyName': 'Bosch Limited', 'industry': 'AUTO ANCILLARIES', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE323A01026'}"
179,HEROMOTOCO,,EQ,2621,2637.2,2573.45,2598,2646.35,-48.35,-1.83,855256,2215455142,31-Dec-99,2938.6,2146.85,11.59055332,-21.01450963,-12.78,14-Oct-21,https://static.nseindia.com/sparklines/365d/HEROMOTOCO-EQ.jpg,16-Sep-22,-4.9,https://static.nseindia.com/sparklines/30d/HEROMOTOCO-EQ.jpg,https://static.nseindia.com/sparklines/today/HEROMOTOCOEQN.jpg,"{'symbol': 'HEROMOTOCO', 'companyName': 'Hero MotoCorp Limited', 'industry': 'AUTOMOBILES - 2 AND 3 WHEELERS', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE158A01026'}"
180,SBICARD,,EQ,830.5,834.7,808.55,812.4,829.15,-16.75,-2.02,1807193,1474434553,31-Dec-99,1130.9,655.7,28.16340967,-23.89812414,-24.36,14-Oct-21,https://static.nseindia.com/sparklines/365d/SBICARD-EQ.jpg,16-Sep-22,-8.09,https://static.nseindia.com/sparklines/30d/SBICARD-EQ.jpg,https://static.nseindia.com/sparklines/today/SBICARDEQN.jpg,"{'symbol': 'SBICARD', 'companyName': 'SBI Cards and Payment Services Limited', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE018E01016'}"
181,BIOCON,,EQ,280.8,281.8,273.15,274,279.75,-5.75,-2.06,2172686,598531539.3,31-Dec-99,410.7,258.25,33.28463599,-6.09874153,-24.15,14-Oct-21,https://static.nseindia.com/sparklines/365d/BIOCON-EQ.jpg,16-Sep-22,-9.46,https://static.nseindia.com/sparklines/30d/BIOCON-EQ.jpg,https://static.nseindia.com/sparklines/today/BIOCONEQN.jpg,"{'symbol': 'BIOCON', 'companyName': 'Biocon Limited', 'industry': 'PHARMACEUTICALS', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE376G01013'}"
182,BANKBARODA,,EQ,148.9,149.65,143.6,144.9,148.15,-3.25,-2.19,23545798,3447575743,31-Dec-99,151.8,77.05,4.545454545,-88.05970149,53.41,14-Oct-21,https://static.nseindia.com/sparklines/365d/BANKBARODA-EQ.jpg,16-Sep-22,-0.8,https://static.nseindia.com/sparklines/30d/BANKBARODA-EQ.jpg,https://static.nseindia.com/sparklines/today/BANKBARODAEQN.jpg,"{'symbol': 'BANKBARODA', 'companyName': 'Bank of Baroda', 'industry': 'BANKS', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': ['IL'], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE028A01039'}"
183,GRANULES,,EQ,379,381,367.65,370.2,378.65,-8.45,-2.23,933313,347967085.8,22-Aug-22,381,226.95,2.834645669,-63.11962987,6.61,14-Oct-21,https://static.nseindia.com/sparklines/365d/GRANULES-EQ.jpg,16-Sep-22,10.77,https://static.nseindia.com/sparklines/30d/GRANULES-EQ.jpg,https://static.nseindia.com/sparklines/today/GRANULESEQN.jpg,"{'symbol': 'GRANULES', 'companyName': 'Granules India Limited', 'industry': 'PHARMACEUTICALS', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE101D01020'}"
184,ABBOTINDIA,,EQ,19939,19939,19405,19474.95,19950.65,-475.7,-2.38,15202,297807484,31-Dec-99,20900.8,15514,6.821987675,-25.53145546,-16.08,14-Oct-21,https://static.nseindia.com/sparklines/365d/ABBOTINDIA-EQ.jpg,16-Sep-22,3.06,https://static.nseindia.com/sparklines/30d/ABBOTINDIA-EQ.jpg,https://static.nseindia.com/sparklines/today/ABBOTINDIAEQN.jpg,"{'symbol': 'ABBOTINDIA', 'companyName': 'Abbott India Limited', 'industry': 'PHARMACEUTICALS', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': ['IL'], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE358A01014'}"
185,BANDHANBNK,,EQ,234.85,236,227.5,228.1,233.65,-5.55,-2.38,13714514,3157492558,31-Dec-99,349.55,227.5,34.74467172,-0.263736264,-16.91,14-Oct-21,https://static.nseindia.com/sparklines/365d/BANDHANBNK-EQ.jpg,16-Sep-22,-6.96,https://static.nseindia.com/sparklines/30d/BANDHANBNK-EQ.jpg,https://static.nseindia.com/sparklines/today/BANDHANBNKEQN.jpg,"{'symbol': 'BANDHANBNK', 'companyName': 'Bandhan Bank Limited', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE545U01014'}"
186,DELTACORP,,EQ,222,223.85,213.35,217,222.45,-5.45,-2.45,4417206,959726347.6,12-Aug-22,339.7,162.1,36.12010598,-33.86798273,-25.53,14-Oct-21,https://static.nseindia.com/sparklines/365d/DELTACORP-EQ.jpg,16-Sep-22,-4.28,https://static.nseindia.com/sparklines/30d/DELTACORP-EQ.jpg,https://static.nseindia.com/sparklines/today/DELTACORPEQN.jpg,"{'symbol': 'DELTACORP', 'companyName': 'Delta Corp Limited', 'industry': 'CONSTRUCTION', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE124G01033'}"
187,TRENT,,EQ,1549.8,1550.2,1495.55,1505.55,1545.5,-39.95,-2.58,591976,897003473.5,31-Dec-99,1566,970.6,3.860153257,-55.11539254,19.39,14-Oct-21,https://static.nseindia.com/sparklines/365d/TRENT-EQ.jpg,16-Sep-22,-3.8,https://static.nseindia.com/sparklines/30d/TRENT-EQ.jpg,https://static.nseindia.com/sparklines/today/TRENTEQN.jpg,"{'symbol': 'TRENT', 'companyName': 'Trent Limited', 'industry': 'MISCELLANEOUS', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': ['IL', 'N1', 'Q1', 'Q2', 'W1'], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE849A13017'}"
188,LAURUSLABS,,EQ,478,480,462.5,465.55,477.95,-12.4,-2.59,1503509,701041141.4,03-Nov-22,626.3,436.8,25.66661344,-6.581959707,-21.22,14-Oct-21,https://static.nseindia.com/sparklines/365d/LAURUSLABS-EQ.jpg,16-Sep-22,-0.75,https://static.nseindia.com/sparklines/30d/LAURUSLABS-EQ.jpg,https://static.nseindia.com/sparklines/today/LAURUSLABSEQN.jpg,"{'symbol': 'LAURUSLABS', 'companyName': 'Laurus Labs Limited', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE947Q01028'}"
189,SRF,,EQ,2540,2540.75,2442,2485,2554.1,-69.1,-2.71,1557123,3852166590,31-Dec-99,2865,1973.1,13.26352531,-25.94394607,5.81,14-Oct-21,https://static.nseindia.com/sparklines/365d/SRF-EQ.jpg,16-Sep-22,-5.66,https://static.nseindia.com/sparklines/30d/SRF-EQ.jpg,https://static.nseindia.com/sparklines/today/SRFEQN.jpg,"{'symbol': 'SRF', 'companyName': 'SRF Limited', 'industry': 'TEXTILES - SYNTHETIC', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE647A01010'}"
190,COROMANDEL,,EQ,1003,1009,950,954,983.95,-29.95,-3.04,1370009,1325346707,31-Dec-99,1094,709.35,12.79707495,-34.48932121,12.03,14-Oct-21,https://static.nseindia.com/sparklines/365d/COROMANDEL-EQ.jpg,16-Sep-22,-4.61,https://static.nseindia.com/sparklines/30d/COROMANDEL-EQ.jpg,https://static.nseindia.com/sparklines/today/COROMANDELEQN.jpg,"{'symbol': 'COROMANDEL', 'companyName': 'Coromandel International Limited', 'industry': 'FERTILISERS', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': ['N1'], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE169A08010'}"
191,SYNGENE,,EQ,642.35,642.5,609.65,619.7,639.15,-19.45,-3.04,637989,396095470.7,31-Dec-99,683,510.05,9.267935578,-21.49789236,-12.17,14-Oct-21,https://static.nseindia.com/sparklines/365d/SYNGENE-EQ.jpg,16-Sep-22,-4.92,https://static.nseindia.com/sparklines/30d/SYNGENE-EQ.jpg,https://static.nseindia.com/sparklines/today/SYNGENEEQN.jpg,"{'symbol': 'SYNGENE', 'companyName': 'Syngene International Limited', 'industry': 'PHARMACEUTICALS', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': [], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE398R01022'}"
192,HINDPETRO,,EQ,206.4,209.4,201,203.75,211.05,-7.3,-3.46,7874982,1603188836,22-Aug-22,354.8,200.05,42.57328072,-1.849537616,-38.96,14-Oct-21,https://static.nseindia.com/sparklines/365d/HINDPETRO-EQ.jpg,16-Sep-22,-11.6,https://static.nseindia.com/sparklines/30d/HINDPETRO-EQ.jpg,https://static.nseindia.com/sparklines/today/HINDPETROEQN.jpg,"{'symbol': 'HINDPETRO', 'companyName': 'Hindustan Petroleum Corporation Limited', 'industry': 'REFINERIES', 'activeSeries': ['EQ'], 'debtSeries': [], 'tempSuspendedSeries': ['IL'], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE169701013'}"
193,ABFRL,,EQ,354,355.9,325.35,330.65,352.4,-21.75,-6.17,6263664,2110228402,31-Dec-99,359.5,221.3,8.025034771,-49.41256213,25.58,14-Oct-21,https://static.nseindia.com/sparklines/365d/ABFRL-EQ.jpg,16-Sep-22,1.58,https://static.nseindia.com/sparklines/30d/ABFRL-EQ.jpg,https://static.nseindia.com/sparklines/today/ABFRLEQN.jpg,"{'symbol': 'ABFRL', 'companyName': 'Aditya Birla Fashion and Retail Limited', 'activeSeries': ['EQ', 'W1'], 'debtSeries': [], 'tempSuspendedSeries': ['BE'], 'isFNOSec': True, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'isETFSec': False, 'isDelisted': False, 'isin': 'INE647O13016'}"
